obsid,species,duration,attempts,Rinter,Rintra,Iinter,Iintra,Successes
070601KathyAM,Phleg,1:42:00,3,0,0,0,0,2
070601KathyAM,Phleg,2:12:00,3,0,0,0,0,2
070604KathyAM,Phleg,2:06:00,0,0,0,0,0,0
070604KathyAM,Phleg,0:00:03,3,0,0,0,0,1
070604KathyAM,Phleg,0:00:02,2,0,0,1,0,1
070604KathyAM,Phleg,0:00:01,1,0,0,0,0,1
070604KathyAM,Phleg,0:00:01,2,0,0,1,0,1
070604KathyAM,Phleg,0:00:02,1,0,0,0,0,1
070604KathyAM,Phleg,0:00:01,0,0,1,0,0,0
070604KathyAM,Phleg,0:00:01,1,0,0,0,0,0
070604KathyAM,Phleg,0:00:02,1,0,1,0,0,0
070604KathyAM,Phleg,0:00:01,2,0,0,1,0,2
070604KathyAM,Phleg,0:00:04,10,0,1,0,1,6
070604KathyAM,Phleg,0:00:02,1,0,0,0,0,0
070604KathyAM,Phleg,0:00:02,2,0,0,0,0,1
070604KathyAM,Phleg,0:00:01,1,0,0,0,0,1
070604KathyAM,Phleg,0:00:01,1,0,0,1,0,1
070604KathyAM,Phleg,0:00:01,4,0,0,0,0,2
070604KathyAM,Phleg,0:00:01,2,0,0,0,2,2
070604KathyAM,Phleg,0:00:01,0,0,0,0,1,0
070604KathyAM,Phleg,0:00:01,0,0,0,0,0,0
070604KathyAM,Phleg,0:00:02,2,0,0,0,0,1
070604KathyAM,Phleg,0:00:04,4,0,0,0,0,1
070604KathyAM,Phleg,1:50:00,2,0,0,0,0,0
070604KathyAM,Phleg,1:33:00,1,0,0,0,0,1
070604KathyAM,Phleg,1:00:00,1,0,0,0,0,1
070604KathyAM,Phleg,1:11:00,1,0,0,0,0,1
070604KathyAM,Phleg,1:02:00,2,0,0,0,0,0
070604KathyAM,Phleg,1:00:00,2,0,0,0,0,2
070604KathyAM,Phleg,1:20:00,2,0,0,0,0,1
070604KathyAM,Phleg,1:19:00,0,0,0,0,0,0
070604KathyAM,Phleg,1:22:00,1,0,0,0,0,1
070604KathyAM,Phleg,1:20:00,1,0,0,0,0,1
070604KathyAM,Phleg,1:32:00,0,0,0,0,0,0
070604KathyAM,Phleg,1:35:00,1,0,0,0,0,1
070604KathyAM,Phleg,4:35:00,6,0,0,0,1,3
070604KathyAM,Phleg,4:40:00,3,0,0,0,1,2
070604KathyAM,Phleg,3:23:00,4,0,0,0,0,3
070604KathyAM,Phleg,1:36:00,1,0,2,0,1,1
070604KathyAM,Phleg,1:38:00,0,0,1,0,0,0
070604KathyPM,Phleg,1:21:00,3,0,0,0,1,1
070604KathyPM,Phleg,1:30:00,3,0,1,1,0,1
070604KathyPM,Phleg,1:09:00,0,0,0,0,0,0
070604KathyPM,Phleg,3:21:00,2,0,0,0,0,2
070604KathyPM,Phleg,2:03:00,0,0,0,0,0,0
070604KathyPM,Phleg,1:06:00,1,0,0,0,0,1
070604KathyPM,Phleg,2:00:00,4,0,0,0,0,3
070604KathyPM,Phleg,1:06:00,1,0,1,0,0,1
070606NellyAM,Phleg,1:03:00,1,0,0,0,0,1
070606NellyAM,Phleg,0:52:00,4,0,0,1,0,1
070606NellyAM,Phleg,1:41:00,1,0,0,0,0,1
070606ChrisAM,Phleg,1:55:00,1,0,0,0,0,0
070606ChrisAM,Phleg,1:15:00,2,0,1,0,0,0
070606ChrisAM,Phleg,1:49:00,1,0,0,1,0,1
070606ChrisAM,Phleg,2:25:00,3,0,1,0,0,1
070606ChrisAM,Phleg,2:32:00,3,0,0,0,1,2
070606ChrisAM,Phleg,4:01:00,3,0,0,0,1,3
070606ChrisAM,Phleg,1:42:00,2,0,0,0,0,1
070606ChrisAM,Phleg,1:04:00,2,0,0,0,0,2
070606ChrisAM,Phleg,1:06:00,0,1,0,0,0,0
070606ChrisAM,Phleg,1:28:00,1,0,0,2,0,1
070606ChrisAM,Phleg,2:11:00,1,0,0,0,0,0
070606ChrisAM,Phleg,1:17:00,1,0,0,0,0,1
070606ChrisAM,Phleg,1:05:00,0,0,1,2,0,0
070606ChrisAM,Phleg,2:06:00,4,0,0,0,1,0
070606ChrisAM,Phleg,2:22:00,3,0,0,1,0,0
070606ChrisAM,Phleg,2:01:00,4,0,0,2,0,1
070606ChrisAM,Phleg,3:10:00,3,0,0,1,0,1
070606ChrisAM,Phleg,3:55:00,2,0,0,0,2,2
070606ChrisAM,Phleg,2:25:00,3,0,0,0,0,0
070606ChrisAM,Phleg,1:02:00,4,0,0,0,0,2
070606ChrisAM,Phleg,2:15:00,4,0,0,0,0,3
070606ChrisAM,Phleg,2:28:00,1,0,0,0,0,0
070609KathyAM,Phleg,1:36:00,2,0,0,1,0,2
070609KathyAM,Phleg,1:16:00,0,0,0,3,0,0
070609KathyAM,Phleg,1:49:00,1,0,0,3,0,1
070609KathyAM,Phleg,1:16:00,2,0,0,0,0,1
070609KathyAM,Phleg,2:37:00,2,0,1,0,0,2
070611KathyAM,Phleg,2:00:00,0,0,0,0,0,0
070611KathyAM,Phleg,1:05:00,1,0,0,0,0,1
070611KathyAM,Phleg,4:14:00,1,1,0,0,0,1
070611KathyAM,Phleg,1:25:00,1,0,0,0,1,0
070611KathyAM,Phleg,2:07:00,0,0,0,1,0,0
070611KathyAM,Phleg,2:41:00,0,0,0,0,0,0
070611KathyAM,Phleg,1:16:00,1,0,0,0,0,1
070611ChrisAM,Phleg,1:50:00,2,0,0,0,0,0
070609KathyAM,Phleg,1:07:00,1,0,0,2,0,1
070609KathyAM,Phleg,2:26:00,4,0,0,0,0,4
070611KathyAM,Phleg,1:44:00,0,0,0,0,0,0
070611KathyAM,Phleg,2:45:00,0,0,0,0,0,0
070611KathyAM,Phleg,1:11:00,0,0,0,0,0,0
070611KathyAM,Phleg,1:14:00,0,0,0,0,0,0
070611KathyAM,Phleg,4:11:00,1,0,0,0,0,1
070611KathyAM,Phleg,2:49:00,2,0,0,0,0,2
070611KathyAM,Phleg,1:19:00,2,0,0,0,0,2
070611KathyAM,Phleg,2:43:00,0,0,0,0,0,0
070611KathyAM,Phleg,2:35:00,0,0,0,0,0,0
070611KathyAM,Phleg,2:35:00,1,0,0,0,0,0
070612ChrisAM,D. mer,1:28:00,3,0,0,0,0,2
070612ChrisAM,D. mer,1:24:00,3,0,0,0,0,3
070612ChrisAM,D. mer,2:00:00,0,0,0,0,0,0
070612ChrisAM,D. mer,1:57:00,0,0,0,0,0,0
070612ChrisAM,D. mer,2:08:00,0,0,0,0,0,0
070612ChrisAM,D. mer,0:52:00,1,0,0,0,0,0
070612KathyAM,D. mer,4:02:00,3,0,0,0,0,1
070613SharonPM,D. mer,4:05:00,2,0,0,0,0,0
070609ElianaAM,Rheg,2:10:00,2,0,0,0,0,1
070609ElianaAM,Rheg,2:26:00,3,0,0,0,0,1
070609ElianaAM,Rheg,3:40:00,3,0,1,0,0,2
070609ElianaAM,Rheg,1:36:00,1,0,0,0,1,1
070609ElianaAM,Rheg,2:14:00,3,0,0,0,1,2
070612ChrisAM,Rheg,1:31:00,0,0,0,0,0,0
070612ChrisAM,Rheg,2:00:00,3,0,0,0,0,1
070612ChrisAM,Rheg,0:51:00,1,0,0,0,0,0
070613SharonPM,Rheg,1:32:00,1,0,0,0,0,1
070613SharonPM,Rheg,1:42:00,1,0,0,0,0,1
070613SharonPM,Rheg,2:20:00,0,0,0,0,0,0
070613SharonPM,Rheg,0:51:00,1,0,0,0,0,0
070613SharonAM,Rheg,0:39:00,1,0,0,0,0,0
070612ChrisAM,G. sal,2:08:00,0,1,0,0,0,0
070612KathyAM,G. sal,1:59:00,3,0,0,0,0,1
070614RaniAM,M. fort,0:00:01,0,1,0,1,0,0
070614RaniAM,M. fort,0:00:04,2,0,0,0,0,1
070614RaniAM,M. fort,0:00:03,2,0,0,0,0,1
070614RaniAM,M. fort,0:00:02,1,0,0,0,0,1
070614RaniAM,M. fort,0:00:02,2,0,0,1,0,2
070614RaniAM,M. fort,0:00:00,1,0,0,0,0,1
070615RaniAM,M. fort,0:00:01,1,0,0,0,0,1
070615RaniAM,M. fort,0:00:00,1,0,0,0,0,0
070614RaniAM,Rheg,0:00:02,1,0,0,1,0,1
070614RaniAM,Rheg,0:00:03,5,1,0,2,0,4
070614RaniAM,Rheg,0:00:01,1,0,0,0,0,1
070614RaniAM,Rheg,0:00:01,3,0,0,0,0,1
070614RaniAM,Rheg,0:00:01,0,0,0,0,0,0
070614RaniAM,Rheg,0:00:01,0,0,1,0,1,0
070614RaniAM,Rheg,0:00:01,1,0,0,0,0,1
070614RaniAM,Rheg,0:00:01,2,0,1,0,0,2
070614RaniAM,Rheg,0:00:01,0,0,0,0,0,0
070614RaniAM,Rheg,0:00:01,2,0,0,0,0,2
070614RaniAM,Rheg,0:00:02,5,0,0,0,0,4
070614RaniAM,Rheg,0:00:01,3,1,0,0,0,2
070614RaniAM,Rheg,0:00:01,1,0,0,0,0,0
070614RaniAM,Rheg,0:00:02,0,0,0,0,0,0
070615RaniAM,Rheg,0:00:01,4,0,0,0,0,2
070615RaniAM,Rheg,0:00:00,2,0,0,0,0,0
070615RaniAM,Rheg,0:00:02,2,0,0,0,0,1
070615RaniAM,Rheg,0:00:01,2,2,0,0,0,0
070615RaniAM,Rheg,0:00:01,2,2,0,0,0,1
070615RaniAM,Rheg,0:00:01,3,0,0,0,0,1
070615RaniAM,Rheg,0:00:01,0,0,0,0,0,0
070615RaniAM,Rheg,0:00:01,3,0,0,0,0,1
070615RaniAM,Rheg,0:00:03,5,0,0,0,0,1
070615RaniAM,Rheg,0:00:01,3,1,0,0,0,0
070615RaniAM,Rheg,0:00:01,3,0,0,0,0,1
070615RaniAM,Rheg,0:00:01,2,0,1,0,0,0
070615RaniAM,Rheg,0:00:01,3,0,0,0,0,0
070615RaniAM,Rheg,0:00:01,2,0,1,0,0,0
070615RaniAM,Rheg,0:00:01,1,1,0,0,0,1
070615RaniAM,Rheg,0:00:02,2,0,0,0,0,1
070614RaniAM,G. sal,0:00:01,2,1,0,0,0,1
070614RaniAM,G. sal,0:00:01,1,0,0,0,0,1
070614RaniAM,G. sal,0:00:03,6,0,0,0,0,2
070614RaniAM,G. sal,0:00:02,0,1,1,0,0,0
070614RaniAM,G. sal,0:00:03,1,0,0,0,0,1
070614RaniAM,G. sal,0:00:01,1,3,0,0,0,0
070614RaniAM,G. sal,0:00:04,2,0,0,0,0,2
070614RaniAM,G. sal,0:00:02,3,1,0,0,0,2
070614RaniAM,G. sal,0:00:01,1,0,0,0,0,1
070614RaniAM,G. sal,0:00:02,0,0,0,0,0,0
070614RaniAM,G. sal,0:00:01,0,0,0,0,0,0
070614RaniAM,G. sal,0:00:01,1,0,0,0,0,1
070615RaniAM,G. sal,0:00:01,2,0,0,0,0,0
070615RaniPM,M. fort,0:00:01,3,0,0,0,0,3
070615RaniPM,M. fort,0:00:02,3,0,0,0,0,0
070615RaniPM,M. fort,0:00:02,1,0,0,0,0,1
070616ChrisPM,M. fort,0:00:02,3,0,0,0,0,2
070616ChrisPM,M. fort,0:00:04,3,0,0,1,0,0
070618ChrisPM,M. fort,0:00:03,0,0,0,0,0,0
070619NellyAM,M. fort,0:00:02,3,0,0,1,0,1
070619NellyAM,M. fort,0:00:02,5,0,0,1,0,4
070619NellyAM,M. fort,0:00:01,2,0,0,0,0,1
070619NellyAM,M. fort,0:00:01,0,0,0,1,0,0
070619ChrisAM,M. fort,0:00:00,1,0,0,0,0,1
070619ChrisAM,M. fort,0:00:01,1,0,0,0,0,1
070619ChrisAM,M. fort,0:00:01,2,0,0,0,0,1
070619ChrisAM,M. fort,0:00:00,2,0,0,0,0,1
070619ChrisAM,M. fort,0:00:01,2,0,0,0,0,1
070615RaniPM,D. mer,0:00:01,0,0,0,0,0,0
070615RaniPM,D. mer,0:00:01,0,1,0,0,0,0
070615RaniPM,D. mer,0:00:03,0,0,0,0,0,0
070615RaniPM,D. mer,0:00:01,1,0,0,0,0,1
070615RaniPM,D. mer,0:00:01,0,0,0,0,0,0
070615RaniPM,D. mer,0:00:01,1,0,0,0,0,1
070615RaniPM,D. mer,0:00:01,0,0,0,0,0,0
070615RaniPM,D. mer,0:00:05,3,1,0,0,0,3
070615RaniPM,D. mer,0:00:01,0,0,0,0,0,0
070615RaniPM,D. mer,0:00:04,0,0,0,0,0,0
070615RaniPM,D. mer,0:00:03,0,0,0,0,0,0
070615RaniPM,D. mer,0:00:04,0,0,0,0,0,0
070616RaniAM,D. mer,0:00:02,0,0,0,0,0,0
070616RaniAM,D. mer,0:00:01,1,1,0,0,0,0
070616RaniAM,D. mer,0:00:01,1,0,0,0,0,0
070616RaniAM,D. mer,0:00:00,1,0,0,0,0,0
070616RaniAM,D. mer,0:00:02,0,0,0,0,0,0
070616ChrisAM,D. mer,0:00:01,0,0,1,0,0,0
070616ChrisAM,D. mer,0:00:01,1,0,0,0,0,1
070616ChrisAM,D. mer,0:00:01,2,0,0,0,0,1
070616ChrisAM,D. mer,0:00:01,0,0,0,0,0,0
070618KathyAM,D. mer,0:00:04,0,0,0,0,0,0
070619NellyAM,D. mer,0:00:02,1,0,0,0,0,1
070619NellyAM,D. mer,0:00:01,1,0,0,0,0,1
070619NellyAM,D. mer,0:00:01,1,0,0,0,0,1
070619Norma-JeanAM,D. mer,0:00:01,0,0,0,0,0,0
070619Norma-JeanAM,D. mer,0:00:01,0,0,0,0,0,0
070619Norma-JeanAM,D. mer,1:08:00,0,0,0,0,0,0
070620ChrisAM,M. fort,1:11:00,0,0,0,1,0,0
070620ChrisAM,M. fort,3:06:00,1,0,0,0,0,1
070620ChrisAM,M. fort,2:21:00,5,0,0,1,0,1
070620ChrisAM,M. fort,3:45:00,0,0,0,0,0,0
070620ChrisAM,M. fort,1:11:00,1,0,0,0,0,1
070619KathyAM,D. mer,1:10:00,1,0,0,0,0,1
070619KathyAM,D. mer,2:57:00,1,0,0,0,0,1
070619ChrisAM,D. mer,2:00:00,0,0,0,0,0,0
070619ChrisAM,D. mer,2:00:00,1,0,0,0,1,1
070619ChrisAM,D. mer,0:34:00,1,0,0,1,0,1
070619ChrisAM,D. mer,1:24:00,4,0,0,0,0,2
070619ChrisAM,D. mer,1:00:00,1,0,0,0,0,1
070619ChrisAM,D. mer,2:33:00,0,0,0,0,0,0
070619ChrisAM,D. mer,1:52:00,0,0,0,0,0,0
070620RaniAM,D. mer,1:00:00,0,0,0,0,1,0
070620RaniAM,D. mer,1:07:00,1,0,0,0,0,1
070621KathyAM,D. mer,2:42:00,1,0,0,0,0,1
070621KathyAM,D. mer,1:07:00,0,0,0,0,0,0
070615RaniPM,Rheg,1:13:00,5,0,0,0,0,4
070616ChrisPM,Rheg,1:13:00,1,2,0,0,0,1
070616ChrisPM,Rheg,4:50:00,0,0,0,0,0,0
070616ChrisPM,Rheg,3:45:00,2,1,0,0,0,1
070616ChrisPM,Rheg,2:33:00,3,1,0,0,0,2
070616ChrisAM,Rheg,1:00:00,3,0,0,0,0,2
070616ChrisAM,Rheg,1:00:00,0,0,0,0,0,0
070618ChrisPM,Rheg,3:33:00,1,0,0,0,0,1
070618ChrisPM,Rheg,2:20:00,0,0,0,0,0,0
070618ChrisPM,Rheg,1:37:00,3,1,0,0,0,1
070618ChrisPM,Rheg,1:43:00,1,0,0,0,0,1
070618ChrisPM,Rheg,1:47:00,0,0,0,1,0,0
070619NellyAM,Rheg,2:03:00,2,0,0,0,0,1
070619NellyAM,Rheg,3:26:00,2,0,0,0,0,2
070619NellyAM,Rheg,2:46:00,1,0,0,0,0,1
070619NellyAM,Rheg,3:31:00,4,0,0,0,0,4
070619NellyAM,Rheg,2:45:00,1,0,0,0,0,1
070619NellyAM,Rheg,2:42:00,3,0,0,0,0,2
070618ChrisAM,Rheg,1:38:00,5,0,0,0,0,3
070619ChrisAM,Rheg,1:50:00,0,0,0,0,0,0
070619ChrisAM,Rheg,1:51:00,3,0,0,0,0,3
070619ChrisAM,Rheg,0:35:00,1,0,0,0,0,1
070619ChrisAM,Rheg,2:02:00,0,0,0,0,0,0
070619ChrisAM,Rheg,2:30:00,1,0,0,0,0,0
070619ChrisAM,Rheg,1:11:00,1,0,0,0,0,1
070619ChrisAM,Rheg,0:53:00,2,0,0,0,0,1
070619ChrisAM,Rheg,0:53:00,1,0,0,0,0,1
070619ChrisAM,Rheg,1:15:00,1,0,0,0,0,1
070620ChrisAM,Rheg,2:35:00,1,0,0,0,0,1
070620ChrisAM,Rheg,2:10:00,4,0,0,0,1,3
070620ChrisAM,Rheg,3:33:00,1,0,0,0,0,1
070620ChrisAM,Rheg,4:02:00,1,0,0,0,0,1
070616RaniAM,G. sal,1:11:00,0,0,0,0,0,0
070616RaniAM,G. sal,1:05:00,1,0,0,0,0,0
070616RaniAM,G. sal,2:25:00,7,0,0,0,0,2
070616RaniAM,G. sal,1:23:00,2,0,0,0,0,0
070616RaniAM,G. sal,1:29:00,2,0,0,0,0,2
070616RaniAM,G. sal,2:40:00,0,0,0,0,0,0
070616RaniAM,G. sal,1:48:00,0,0,0,0,0,0
070616RaniAM,G. sal,2:17:00,4,0,0,0,0,2
070616RaniAM,G. sal,0:44:00,1,0,0,0,0,1
070616RaniAM,G. sal,1:12:00,1,0,0,0,0,0
070616RaniAM,G. sal,0:56:00,2,0,0,0,0,1
070616RaniAM,G. sal,0:53:00,1,0,0,0,0,0
070616ChrisAM,G. sal,1:05:00,2,0,0,0,0,0
070616ChrisAM,G. sal,1:00:00,0,1,0,0,0,0
070619NellyAM,G. sal,1:19:00,2,1,0,0,0,1
070619NellyAM,Rheg,1:14:00,4,0,0,0,0,4
070619NellyAM,G. sal,2:15:00,3,0,0,0,0,2
070619Norma-JeanAM,G. sal,1:07:00,1,0,0,0,0,1
070618ChrisAM,G. sal,1:35:00,0,0,0,0,0,0
070818ChrisAM,G. sal,1:15:00,1,0,0,0,0,1
070619ChrisAM,G. sal,2:41:00,2,0,0,0,0,0
070619ChrisAM,G. sal,1:00:00,0,0,0,0,0,0
070622ChrisAM,M. fort,2:14:00,0,0,0,0,0,0
070622ChrisPM,M. fort,1:03:00,0,0,0,0,0,0
070622ChrisPM,M. fort,1:27:00,3,0,0,0,0,2
070622ChrisPM,M. fort,1:43:00,2,0,0,0,0,1
070622ChrisPM,M. fort,1:19:00,1,0,0,1,0,1
070622ChrisPM,M. fort,4:30:00,0,0,0,0,0,0
070622ChrisPM,M. fort,3:54:00,5,0,0,0,0,2
070622ChrisPM,M. fort,1:00:00,1,0,0,0,0,1
070619Norma-JeanAM,D. mer,1:51:00,1,0,0,0,0,1
070619Norma-JeanAM,D. mer,1:36:00,2,0,0,0,0,1
070619Norma-JeanAM,D. mer,1:03:00,0,0,0,0,1,0
070619Norma-JeanAM,D. mer,1:07:00,0,0,0,0,0,0
070622RaniAM,D. mer,0:46:00,0,0,1,0,0,0
070622RaniAM,D. mer,1:43:00,0,0,0,0,1,0
070622RaniAM,D. mer,0:40:00,0,0,1,0,0,0
070622RaniAM,D. mer,1:15:00,1,0,0,0,1,1
070622RaniAM,D. mer,0:54:00,2,0,0,0,0,1
070622RaniAM,D. mer,1:28:00,0,0,0,0,2,0
070622RaniAM,D. mer,1:30:00,2,0,0,0,0,0
070622RaniAM,D. mer,0:43:00,0,0,2,0,0,0
070622RaniAM,D. mer,1:20:00,0,0,0,0,0,0
070622ChrisPM,D. mer,1:01:00,0,0,0,0,0,0
070622ChrisPM,D. mer,1:29:00,1,0,0,0,0,1
070616ChrisAM,Rheg,2:09:00,1,0,0,0,0,1
070622RaniAM,Rheg,1:00:00,1,0,0,0,0,1
070622RaniAM,Rheg,2:57:00,4,0,0,0,0,2
070622RaniAM,Rheg,3:01:00,0,0,0,0,0,0
070622RaniAM,Rheg,0:57:00,0,0,0,0,0,0
070622ChrisPM,Rheg,1:39:00,2,0,0,0,0,1
070622ChrisPM,Rheg,1:18:00,5,0,0,0,1,1
070622ChrisPM,Rheg,1:10:00,2,0,0,0,0,2
070622ChrisPM,Rheg,2:52:00,1,0,0,0,0,1
070622ChrisPM,Rheg,1:29:00,1,0,0,0,0,1
070622ChrisPM,Rheg,1:17:00,1,0,0,0,0,0
070622ChrisPM,Rheg,1:11:00,1,0,0,0,1,1
070622ChrisPM,Rheg,1:19:00,1,0,0,0,0,1
070622ChrisPM,Rheg,1:25:00,0,0,0,0,0,0
070622ChrisPM,Rheg,2:12:00,1,0,0,0,0,1
070622ChrisPM,Rheg,2:08:00,5,0,0,0,0,4
070622ChrisPM,Rheg,3:09:00,5,0,0,0,0,3
070622ChrisPM,Rheg,1:46:00,1,0,0,0,0,1
070622ChrisPM,Rheg,1:59:00,1,1,0,0,0,1
070622RaniAM,G. sal,0:54:00,1,1,0,0,0,1
070622RaniAM,G. sal,2:14:00,0,0,0,0,0,0
070622RaniAM,G. sal,0:43:00,1,0,0,0,0,1
070622ChrisPM,G. sal,1:03:00,1,0,0,0,0,1
070622ChrisPM,G. sal,1:56:00,1,0,0,0,0,1
070622ChrisPM,G. sal,1:54:00,0,0,0,0,0,0
070622ChrisPM,G. sal,1:01:00,0,0,0,0,0,0
070622ChrisPM,G. sal,1:14:00,0,1,0,0,0,0
070622ChrisPM,G. sal,1:45:00,1,0,0,0,0,1
070614RaniAM,Phleg,1:34:00,0,0,0,0,0,0
070614RaniAM,Phleg,1:05:00,2,0,0,0,0,2
070614RaniAM,Phleg,2:59:00,2,0,2,1,0,2
070614RaniAM,Phleg,1:53:00,0,0,0,0,0,0
070614RaniAM,Phleg,1:00:00,0,0,0,0,0,0
070614RaniAM,Phleg,0:48:00,0,0,0,1,0,0
070615RaniAM,Phleg,0:51:00,2,0,0,0,0,1
070614RaniAM,Phleg,1:08:00,0,0,0,0,0,0
070615RaniAM,Phleg,0:46:00,1,0,0,0,0,0
070615RaniAM,Phleg,1:15:00,4,0,0,0,0,2
070615RaniAM,Phleg,2:34:00,7,0,0,2,0,1
070615RaniAM,Phleg,2:26:00,3,0,0,2,0,1
070615RaniAM,Phleg,1:11:00,3,0,0,0,0,1
070615RaniAM,Phleg,0:36:00,2,0,0,0,0,1
070615RaniAM,Phleg,1:05:00,0,0,0,1,0,0
070615RaniAM,Phleg,1:08:00,3,0,0,0,0,0
070615RaniAM,Phleg,2:41:00,2,0,0,1,0,1
070616RaniAM,Phleg,1:29:00,0,0,0,0,0,0
070616RaniAM,Phleg,1:04:00,2,0,0,0,0,2
070616RaniAM,Phleg,1:39:00,6,0,0,0,0,2
070616RaniAM,Phleg,1:01:00,0,0,0,0,0,0
070616RaniAM,Phleg,1:58:00,2,0,0,0,0,1
070616RaniAM,Phleg,0:48:00,2,0,0,0,0,1
070616RaniAM,Phleg,0:54:00,1,0,0,0,0,1
070616RaniAM,Phleg,1:23:00,3,0,0,0,0,2
070616RaniAM,Phleg,0:52:00,2,0,0,0,1,2
070616RaniAM,Phleg,2:31:00,6,0,1,0,0,3
