obsid,species,duration,attempts,Rinter,Rintra,Iinter,Iintra,Successes,rsa,roa,isa,ioa,Failures
010126Izu,M. fort,01:00:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
010126Izu,D. mer,04:00:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
010126Izu,M. fort,01:50:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,2
010126Izu,D. mer,04:00:00,5,0,1,0,0,4,FALSE,TRUE,FALSE,FALSE,1
010127Lab,D. mer,01:30:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010127Lab,D. mer,05:00:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3
010129Izu,Rheg,01:53:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010129Izu,G. sal,04:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010129Izu,D. mer,04:45:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010129Izu,D. mer,05:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010129Izu,D. mer,05:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010129Izu,Rheg,01:00:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
010129Izu,G. sal,01:30:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
010129Izu,D. mer,04:00:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
010129Izu,M. fort,04:45:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
010129Izu,D. mer,02:00:00,4,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,4
010129Izu,Rheg,04:20:00,4,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,4
010129Izu,D. mer,02:20:00,0,2,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0
010129Izu,M. fort,01:29:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
010129Izu,D. mer,01:30:00,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,0
010129Izu,D. mer,03:10:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
010129Izu,D. mer,04:00:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,2
010130Let,G. sal,02:40:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
010130Let,G. sal,03:20:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
010130Stu,D. mer,01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010130Stu,D. mer,02:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
010131Let,Phleg,01:45:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010131Let,Phleg,03:30:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010131Let,Phleg,04:00:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
010131Let,Phleg,04:00:00,5,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,3
010131Let,G. sal,04:00:00,6,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,2
010131Stu,D. mer,01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010131Stu,D. mer,01:10:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010131Stu,Phleg,02:40:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010131Stu,D. mer,02:45:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3
010131Stu,Phleg,05:00:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3
010131Stu,D. mer,04:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
010131Stu,Phleg,04:00:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
010131Stu,D. mer,03:51:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
010131Stu,D. mer,03:40:00,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,0
010201Izu,Rheg,03:30:00,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,1
010201Stua,M. fort,02:10:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010201Stua,D. mer,03:40:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010201Stua,Phleg,04:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010201Stua,D. mer,01:30:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
010201Stua,M. fort,02:20:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
010201Stua,Phleg,01:30:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
010201Stub,D. mer,04:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010202Izua,Rheg,03:29:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
010202Izub,Rheg,04:00:00,0,0,2,0,0,0,FALSE,TRUE,FALSE,FALSE,0
010202Izub,Rheg,NA,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,2
010202Izub,D. mer,04:00:00,4,2,0,0,0,3,TRUE,FALSE,FALSE,FALSE,1
010202Izub,Rheg,04:00:00,4,0,0,0,1,4,FALSE,FALSE,FALSE,TRUE,0
010202Lab,Phleg,02:30:00,2,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,2
010202Lab,Phleg,04:00:00,2,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE,2
010202Lab,M. fort,04:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
010202Lab,Phleg,03:00:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
010202Lab,Phleg,04:00:00,3,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,2
010202Lab,Phleg,04:00:00,10,0,1,0,0,6,FALSE,TRUE,FALSE,FALSE,4
010202Stua,G. sal,02:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010203Izua,D. mer,04:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010203Izua,Rheg,04:00:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
010203Izua,M. fort,04:00:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
010203Izua,Rheg,04:00:00,5,0,0,0,1,4,FALSE,FALSE,FALSE,TRUE,1
010203Izua,Rheg,02:20:00,8,0,0,0,0,6,FALSE,FALSE,FALSE,FALSE,2
010203Izub,Rheg,01:50:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010203Izub,Rheg,02:20:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
010203Izub,D. mer,04:00:00,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,0
010203Izub,Rheg,02:40:00,3,0,1,0,0,3,FALSE,TRUE,FALSE,FALSE,0
010203Stu,D. mer,01:15:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010205Izu,G. sal,03:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
010205Izu,Rheg,04:00:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
010205Izu,Rheg,04:00:00,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,1
010205Let,Phleg,03:50:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010205Stu,D. mer,01:40:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
010205Stu,D. mer,03:20:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
010205Stu,G. sal,04:00:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
010205Stu,G. sal,01:20:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
010205Stu,G. sal,04:00:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
010206Izu,D. mer,01:10:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010206Izu,Rheg,01:15:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
010206Izu,G. sal,01:10:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0
010206Izu,Rheg,01:30:00,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,3
010206Izu,Rheg,03:00:00,3,1,0,1,0,1,TRUE,FALSE,TRUE,FALSE,2
010206Izu,D. mer,05:00:00,6,1,0,0,1,1,TRUE,FALSE,FALSE,TRUE,5
010206Izu,Rheg,03:30:00,5,0,0,1,0,3,FALSE,FALSE,TRUE,FALSE,2
010207Izu,Rheg,00:51:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
010207Izu,Rheg,03:39:00,3,0,2,0,0,2,FALSE,TRUE,FALSE,FALSE,1
010207Lab,M. fort,02:30:00,0,0,0,2,0,0,FALSE,FALSE,TRUE,FALSE,0
010207Lab,M. fort,03:00:00,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,0
010209Lab,D. mer,04:00:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
010210Lab,G. sal,01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
010210Lab,G. sal,01:30:00,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,1
070525LabbieAM,M. fort,01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070525LabbieAM,M. fort,03:18:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070525LabbieAM,M. fort,01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070225LabbieAM,M. fort,01:20:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070225LabbieAM,M. fort,01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070529NellyAM,M. fort,02:12:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070529NellyAM,M. fort,03:30:00,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,5
070529NellyAM,M. fort,01:38:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070526KathyAM,M. fort,00:40:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070526KathyAM,M. fort,01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070526KathyAM,M. fort,01:00:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070529NellyAM,M. fort,01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070531LabbieAM,M. fort,00:20:00,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,0
070531LabbieAM,M. fort,01:34:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070531LabbieAM,M. fort,01:03:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070531LabbieAM,M. fort,01:36:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070531LabbieAM,M. fort,01:02:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070531LabbieAM,M. fort,02:02:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3
070531LabbieAM,M. fort,01:59:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070531LabbieAM,M. fort,02:13:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3
070521JudyAM,D. mer,01:56:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070522JudyAM,D. mer,01:49:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0
070522NellyAM,D. mer,01:09:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070522NellyAM,D. mer,01:45:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070522NellyAM,D. mer,02:38:00,0,0,0,6,0,0,FALSE,FALSE,TRUE,FALSE,0
070522NellyAM,D. mer,02:16:00,2,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,1
070522NellyAM,D. mer,01:14:00,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,1
070524ChrisAM,D. mer,03:18:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070524ChrisAM,D. mer,01:09:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070522JudyAM,D. mer,02:30:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070524ChrisAM,D. mer,01:20:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,2
070524ChrisAM,D. mer,02:30:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070524ChrisAM,D. mer,02:41:00,5,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,5
070524ChrisAM,D. mer,02:14:00,6,0,0,1,0,3,FALSE,FALSE,TRUE,FALSE,3
070524ChrisAM,D. mer,01:03:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070524ChrisAM,D. mer,02:54:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,0
070524ChrisAM,D. mer,05:30:00,6,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,5
070524ChrisPM,D. mer,02:34:00,2,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,0
070524ChrisPM,D. mer,02:28:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070524ChrisPM,D. mer,02:22:00,2,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,2
070524ChrisPM,D. mer,03:00:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070528JudyAM,D. mer,03:23:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070528JudyAM,D. mer,03:27:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070528JudyAM,D. mer,02:53:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070528JudyAM,D. mer,02:15:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070528JudyAM,D. mer,02:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070528JudyAM,D. mer,03:00:00,2,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,1
070528JudyAM,D. mer,01:20:00,2,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,1
070528JudyAM,D. mer,02:08:00,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,0
070528JudyAM,D. mer,01:43:00,2,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,1
070528JudyAM,D. mer,04:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070528JudyPM,D. mer,01:28:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070528JudyPM,D. mer,01:41:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070528JudyPM,D. mer,01:57:00,1,1,0,1,0,1,TRUE,FALSE,TRUE,FALSE,0
070529NellyAM,D. mer,04:35:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070529NellyAM,D. mer,01:39:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070525KathyAM,D. mer,04:47:00,5,0,1,0,2,4,FALSE,TRUE,FALSE,TRUE,1
070525KathyAM,D. mer,03:59:00,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,0
070529NellyAM,D. mer,01:15:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070531NellyAM,D. mer,02:02:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070531NellyAM,D. mer,03:43:00,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,2
070531NellyAM,D. mer,01:23:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070531NellyAM,D. mer,03:02:00,2,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,1
070531NellyAM,D. mer,01:54:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070531NellyAM,D. mer,02:14:00,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,2
070531NellyAM,D. mer,03:58:00,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,2
070531NellyAM,D. mer,02:40:00,2,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE,2
070531NellyAM,D. mer,04:41:00,15,0,0,0,0,13,FALSE,FALSE,FALSE,FALSE,2
070531NellyAM,D. mer,02:30:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070531NellyAM,D. mer,01:48:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070531NellyAM,D. mer,01:35:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070531NellyAM,D. mer,01:02:00,0,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE,0
070601KathyAM,D. mer,02:36:00,3,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,2
070601KathyPM,D. mer,01:03:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,D. mer,01:03:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,D. mer,01:06:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,D. mer,03:10:00,6,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,4
070604KathyAM,D. mer,02:24:00,2,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,2
070604KathyAM,D. mer,02:46:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,D. mer,01:12:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,D. mer,01:54:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,D. mer,01:46:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,D. mer,01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070602JudyAM,D. mer,01:23:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070602JudyAM,D. mer,00:43:00,0,1,0,0,1,0,TRUE,FALSE,FALSE,TRUE,0
070604KathyAM,D. mer,01:12:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,D. mer,02:22:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0
070517JudyAM,Rheg,00:55:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070521JudyAM,Rheg,02:55:00,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,3
070521JudyAM,Rheg,05:35:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070522JudyAM,Rheg,01:22:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070522JudyAM,Rheg,03:07:00,5,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,2
070522JudyAM,Rheg,02:00:00,6,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,2
070522JudyAM,Rheg,01:15:00,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,0
070522JudyAM,Rheg,03:31:00,6,0,0,0,0,5,FALSE,FALSE,FALSE,FALSE,1
070606ChrisPM,M. fort,02:23:00,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,3
070606ChrisPM,M. fort,01:03:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,0
070605JudyPM,D. mer,02:10:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070606NellyAM,D. mer,01:05:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0
070606NellyAM,D. mer,01:03:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070606NellyAM,D. mer,01:31:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070606NellyAM,D. mer,01:43:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070606NellyAM,D. mer,01:10:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070606NellyAM,D. mer,01:13:00,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,1
070606ChrisAM,D. mer,01:18:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070606JudyPM,D. mer,02:58:00,3,1,0,0,1,2,TRUE,FALSE,FALSE,TRUE,1
070606JudyPM,D. mer,02:07:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,0
070606JudyPM,D. mer,01:46:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0
070607Eliana AM,D. mer,03:09:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070607ElianaAM,D. mer,01:03:00,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,0
070607ElianaAM,D. mer,01:15:00,0,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE,0
070606ChrisAM,D. mer,01:24:00,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,1
070606ChrisAM,D. mer,02:26:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,2
070606ChrisAM,D. mer,02:04:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070523Judy,Rheg,01:27:00,4,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,2
070523Judy,Rheg,02:54:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070523Judy,Rheg,01:21:00,5,0,0,1,1,3,FALSE,FALSE,TRUE,TRUE,2
070523Judy,Rheg,01:00:00,2,0,2,0,0,1,FALSE,TRUE,FALSE,FALSE,1
070523Judy,Rheg,01:50:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070522Judy,Rheg,02:00:00,6,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,2
070525Gayatri,Rheg,02:29:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070525Gayatri,Rheg,02:52:00,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,0
070523Gayatri,Rheg,04:11:00,19,0,0,0,0,8,FALSE,FALSE,FALSE,FALSE,11
070523Gayatri,Rheg,01:57:00,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,1
070523Gayatri,Rheg,02:06:00,6,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,4
070523Gayatri,Rheg,01:25:00,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,4
070528JudyAM,Rheg,01:45:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070528JudyAM,Rheg,03:30:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070528JudyAM,Rheg,02:13:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070523JudyAM,Rheg,06:15:00,9,0,0,0,1,3,FALSE,FALSE,FALSE,TRUE,6
070528JudyAM,Rheg,08:59:00,14,0,0,0,0,7,FALSE,FALSE,FALSE,FALSE,7
070528JudyAM,Rheg,06:15:00,7,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,5
070528JudyPM,Rheg,02:41:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070528JudyPM,Rheg,02:35:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070525KathyAM,Rheg,01:07:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070525KathyAM,Rheg,02:14:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070525KathyAM,Rheg,01:18:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0
070531LabbieAM,Rheg,01:20:00,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,0
070531LabbieAM,Rheg,01:36:00,1,0,10,0,0,0,FALSE,TRUE,FALSE,FALSE,1
070531LabbieAM,Rheg,03:17:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070531LabbieAM,Rheg,02:51:00,6,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,3
070531LabbieAM,Rheg,01:28:00,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,0
070531LabbieAM,Rheg,02:08:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070531LabbieAM,Rheg,01:25:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070531LabbieAM,Rheg,01:36:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070531LabbieAM,Rheg,01:15:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070531LabbieAM,Rheg,01:30:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070531LabbieAM,Rheg,01:22:00,6,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,4
070531LabbieAM,Rheg,02:20:00,4,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,3
070531LabbieAM,Rheg,01:58:00,5,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,5
070531LabbieAM,Rheg,01:40:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070531LabbieAM,Rheg,02:06:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070531LabbieAM,Rheg,03:52:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3
070531LabbieAM,Rheg,02:48:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070531LabbieAM,Rheg,01:36:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070531LabbieAM,Rheg,03:30:00,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,3
070531LabbieAM,Rheg,02:35:00,5,0,1,0,0,4,FALSE,TRUE,FALSE,FALSE,1
