obsid,species,duration,attempts,Rinter,Rintra,Iinter,Iintra,Successes,rsa,roa,isa,ioa,Failures
070531KathyAM,Phleg,03:47:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070531KathyAM,Phleg,03:35:00,5,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,3
070601KathyAM,Phleg,01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070601KathyAM,Phleg,01:54:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070601KathyAM,Phleg,01:42:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070601KathyAM,Phleg,02:12:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Phleg,02:06:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,00:00:03,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070604KathyAM,Phleg,00:00:02,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,1
070604KathyAM,Phleg,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,00:00:01,2,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,1
070604KathyAM,Phleg,00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,00:00:01,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,0
070604KathyAM,Phleg,00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Phleg,00:00:02,1,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,1
070604KathyAM,Phleg,00:00:01,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE,0
070604KathyAM,Phleg,00:00:04,10,0,1,0,1,6,FALSE,TRUE,FALSE,TRUE,4
070604KathyAM,Phleg,00:00:02,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Phleg,00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Phleg,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,00:00:01,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,0
070604KathyAM,Phleg,00:00:01,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,2
070604KathyAM,Phleg,00:00:01,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,0
070604KathyAM,Phleg,00:00:01,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,0
070604KathyAM,Phleg,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Phleg,00:00:04,4,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,3
070604KathyAM,Phleg,01:50:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070604KathyAM,Phleg,01:33:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,01:11:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,01:02:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070604KathyAM,Phleg,01:00:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,01:20:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Phleg,01:19:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,01:22:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,01:20:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,01:32:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,01:35:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyAM,Phleg,04:35:00,6,0,0,0,1,3,FALSE,FALSE,FALSE,TRUE,3
070604KathyAM,Phleg,04:40:00,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,1
070604KathyAM,Phleg,03:23:00,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,1
070604KathyAM,Phleg,01:36:00,1,0,2,0,1,1,FALSE,TRUE,FALSE,TRUE,0
070604KathyAM,Phleg,01:38:00,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,0
070604KathyPM,Phleg,01:21:00,3,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,2
070604KathyPM,Phleg,01:30:00,3,0,1,1,0,1,FALSE,TRUE,TRUE,FALSE,2
070604KathyPM,Phleg,01:09:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070604KathyPM,Phleg,03:21:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070604KathyPM,Phleg,02:03:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070604KathyPM,Phleg,01:06:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070604KathyPM,Phleg,02:00:00,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,1
070604KathyPM,Phleg,01:06:00,1,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,0
070606NellyAM,Phleg,01:03:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070606NellyAM,Phleg,00:52:00,4,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,3
070606NellyAM,Phleg,01:41:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070606ChrisAM,Phleg,01:55:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070606ChrisAM,Phleg,01:15:00,2,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,2
070606ChrisAM,Phleg,01:49:00,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,0
070606ChrisAM,Phleg,02:25:00,3,0,1,0,0,1,FALSE,TRUE,FALSE,FALSE,2
070606ChrisAM,Phleg,02:32:00,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,1
070606ChrisAM,Phleg,04:01:00,3,0,0,0,1,3,FALSE,FALSE,FALSE,TRUE,0
070606ChrisAM,Phleg,01:42:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070606ChrisAM,Phleg,01:04:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070606ChrisAM,Phleg,01:06:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0
070606ChrisAM,Phleg,01:28:00,1,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE,0
070606ChrisAM,Phleg,02:11:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070606ChrisAM,Phleg,01:17:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070606ChrisAM,Phleg,01:05:00,0,0,1,2,0,0,FALSE,TRUE,TRUE,FALSE,0
070606ChrisAM,Phleg,02:06:00,4,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,4
070606ChrisAM,Phleg,02:22:00,3,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,3
070606ChrisAM,Phleg,02:01:00,4,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE,3
070606ChrisAM,Phleg,03:10:00,3,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,2
070606ChrisAM,Phleg,03:55:00,2,0,0,0,2,2,FALSE,FALSE,FALSE,TRUE,0
070606ChrisAM,Phleg,02:25:00,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3
070606ChrisAM,Phleg,01:02:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,2
070606ChrisAM,Phleg,02:15:00,4,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,1
070606ChrisAM,Phleg,02:28:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070609KathyAM,Phleg,01:36:00,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE,0
070609KathyAM,Phleg,01:16:00,0,0,0,3,0,0,FALSE,FALSE,TRUE,FALSE,0
070609KathyAM,Phleg,01:49:00,1,0,0,3,0,1,FALSE,FALSE,TRUE,FALSE,0
070609KathyAM,Phleg,01:16:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070609KathyAM,Phleg,02:37:00,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,0
070611KathyAM,Phleg,02:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,01:05:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,04:14:00,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,01:25:00,1,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,1
070611KathyAM,Phleg,02:07:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,0
070611KathyAM,Phleg,02:41:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,01:16:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611ChrisAM,Phleg,01:50:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070609KathyAM,Phleg,01:07:00,1,0,0,2,0,1,FALSE,FALSE,TRUE,FALSE,0
070609KathyAM,Phleg,02:26:00,4,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,01:44:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,02:45:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,01:11:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,01:14:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,04:11:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,02:49:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,01:19:00,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,02:43:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,02:35:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070611KathyAM,Phleg,02:35:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070612ChrisAM,D. mer,01:28:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070612ChrisAM,D. mer,01:24:00,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,0
070612ChrisAM,D. mer,02:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070612ChrisAM,D. mer,01:57:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070612ChrisAM,D. mer,02:08:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070612ChrisAM,D. mer,00:52:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070612KathyAM,D. mer,04:02:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070613SharonPM,D. mer,04:05:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070609ElianaAM,Rheg,02:10:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070609ElianaAM,Rheg,02:26:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070609ElianaAM,Rheg,03:40:00,3,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,1
070609ElianaAM,Rheg,01:36:00,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,0
070609ElianaAM,Rheg,02:14:00,3,0,0,0,1,2,FALSE,FALSE,FALSE,TRUE,1
070612ChrisAM,Rheg,01:31:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070612ChrisAM,Rheg,02:00:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070612ChrisAM,Rheg,00:51:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070613SharonPM,Rheg,01:32:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070613SharonPM,Rheg,01:42:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070613SharonPM,Rheg,02:20:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070613SharonPM,Rheg,00:51:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070613SharonAM,Rheg,00:39:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070612ChrisAM,G. sal,02:08:00,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0
070612KathyAM,G. sal,01:59:00,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070614RaniAM,M. fort,00:00:01,0,1,0,1,0,0,TRUE,FALSE,TRUE,FALSE,0
070614RaniAM,M. fort,00:00:04,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070614RaniAM,M. fort,00:00:03,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070614RaniAM,M. fort,00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070614RaniAM,M. fort,00:00:02,2,0,0,1,0,2,FALSE,FALSE,TRUE,FALSE,0
070614RaniAM,M. fort,00:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070615RaniAM,M. fort,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070615RaniAM,M. fort,00:00:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070614RaniAM,Rheg,00:00:02,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,0
070614RaniAM,Rheg,00:00:03,5,1,0,2,0,4,TRUE,FALSE,TRUE,FALSE,1
070614RaniAM,Rheg,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070614RaniAM,Rheg,00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070614RaniAM,Rheg,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070614RaniAM,Rheg,00:00:01,0,0,1,0,1,0,FALSE,TRUE,FALSE,TRUE,0
070614RaniAM,Rheg,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070614RaniAM,Rheg,00:00:01,2,0,1,0,0,2,FALSE,TRUE,FALSE,FALSE,0
070614RaniAM,Rheg,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070614RaniAM,Rheg,00:00:01,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070614RaniAM,Rheg,00:00:02,5,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,1
070614RaniAM,Rheg,00:00:01,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,1
070614RaniAM,Rheg,00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070614RaniAM,Rheg,00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070615RaniAM,Rheg,00:00:01,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,2
070615RaniAM,Rheg,00:00:00,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070615RaniAM,Rheg,00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070615RaniAM,Rheg,00:00:01,2,2,0,0,0,0,TRUE,FALSE,FALSE,FALSE,2
070615RaniAM,Rheg,00:00:01,2,2,0,0,0,1,TRUE,FALSE,FALSE,FALSE,1
070615RaniAM,Rheg,00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070615RaniAM,Rheg,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070615RaniAM,Rheg,00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070615RaniAM,Rheg,00:00:03,5,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,4
070615RaniAM,Rheg,00:00:01,3,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,3
070615RaniAM,Rheg,00:00:01,3,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,2
070615RaniAM,Rheg,00:00:01,2,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,2
070615RaniAM,Rheg,00:00:01,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3
070615RaniAM,Rheg,00:00:01,2,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,2
070615RaniAM,Rheg,00:00:01,1,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0
070615RaniAM,Rheg,00:00:02,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070614RaniAM,G. sal,00:00:01,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,1
070614RaniAM,G. sal,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070614RaniAM,G. sal,00:00:03,6,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,4
070614RaniAM,G. sal,00:00:02,0,1,1,0,0,0,TRUE,TRUE,FALSE,FALSE,0
070614RaniAM,G. sal,00:00:03,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070614RaniAM,G. sal,00:00:01,1,3,0,0,0,0,TRUE,FALSE,FALSE,FALSE,1
070614RaniAM,G. sal,00:00:04,2,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,0
070614RaniAM,G. sal,00:00:02,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,1
070614RaniAM,G. sal,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070614RaniAM,G. sal,00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070614RaniAM,G. sal,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070614RaniAM,G. sal,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070615RaniAM,G. sal,00:00:01,2,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,2
070615RaniPM,M. fort,00:00:01,3,0,0,0,0,3,FALSE,FALSE,FALSE,FALSE,0
070615RaniPM,M. fort,00:00:02,3,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,3
070615RaniPM,M. fort,00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070616ChrisPM,M. fort,00:00:02,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070616ChrisPM,M. fort,00:00:04,3,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,3
070618ChrisPM,M. fort,00:00:03,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070619NellyAM,M. fort,00:00:02,3,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,2
070619NellyAM,M. fort,00:00:02,5,0,0,1,0,4,FALSE,FALSE,TRUE,FALSE,1
070619NellyAM,M. fort,00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070619NellyAM,M. fort,00:00:01,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,0
070619ChrisAM,M. fort,00:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070619ChrisAM,M. fort,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070619ChrisAM,M. fort,00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070619ChrisAM,M. fort,00:00:00,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070619ChrisAM,M. fort,00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070615RaniPM,D. mer,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070615RaniPM,D. mer,00:00:01,0,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,0
070615RaniPM,D. mer,00:00:03,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070615RaniPM,D. mer,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070615RaniPM,D. mer,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070615RaniPM,D. mer,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070615RaniPM,D. mer,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070615RaniPM,D. mer,00:00:05,3,1,0,0,0,3,TRUE,FALSE,FALSE,FALSE,0
070615RaniPM,D. mer,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070615RaniPM,D. mer,00:00:04,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070615RaniPM,D. mer,00:00:03,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070615RaniPM,D. mer,00:00:04,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070616RaniAM,D. mer,00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070616RaniAM,D. mer,00:00:01,1,1,0,0,0,0,TRUE,FALSE,FALSE,FALSE,1
070616RaniAM,D. mer,00:00:01,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070616RaniAM,D. mer,00:00:00,1,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,1
070616RaniAM,D. mer,00:00:02,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070616ChrisAM,D. mer,00:00:01,0,0,1,0,0,0,FALSE,TRUE,FALSE,FALSE,0
070616ChrisAM,D. mer,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070616ChrisAM,D. mer,00:00:01,2,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,1
070616ChrisAM,D. mer,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070618KathyAM,D. mer,00:00:04,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070619NellyAM,D. mer,00:00:02,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070619NellyAM,D. mer,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070619NellyAM,D. mer,00:00:01,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070619Norma-JeanAM,D. mer,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070619Norma-JeanAM,D. mer,00:00:01,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070619Norma-JeanAM,D. mer,01:08:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070620ChrisAM,M. fort,01:11:00,0,0,0,1,0,0,FALSE,FALSE,TRUE,FALSE,0
070620ChrisAM,M. fort,03:06:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070620ChrisAM,M. fort,02:21:00,5,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,4
070620ChrisAM,M. fort,03:45:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070620ChrisAM,M. fort,01:11:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070619KathyAM,D. mer,01:10:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070619KathyAM,D. mer,02:57:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070619ChrisAM,D. mer,02:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070619ChrisAM,D. mer,02:00:00,1,0,0,0,1,1,FALSE,FALSE,FALSE,TRUE,0
070619ChrisAM,D. mer,00:34:00,1,0,0,1,0,1,FALSE,FALSE,TRUE,FALSE,0
070619ChrisAM,D. mer,01:24:00,4,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,2
070619ChrisAM,D. mer,01:00:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070619ChrisAM,D. mer,02:33:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070619ChrisAM,D. mer,01:52:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070620RaniAM,D. mer,01:00:00,0,0,0,0,1,0,FALSE,FALSE,FALSE,TRUE,0
070620RaniAM,D. mer,01:07:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070621KathyAM,D. mer,02:42:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070621KathyAM,D. mer,01:07:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070615RaniPM,Rheg,01:13:00,5,0,0,0,0,4,FALSE,FALSE,FALSE,FALSE,1
070616ChrisPM,Rheg,01:13:00,1,2,0,0,0,1,TRUE,FALSE,FALSE,FALSE,0
070616ChrisPM,Rheg,04:50:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070616ChrisPM,Rheg,03:45:00,2,1,0,0,0,1,TRUE,FALSE,FALSE,FALSE,1
070616ChrisPM,Rheg,02:33:00,3,1,0,0,0,2,TRUE,FALSE,FALSE,FALSE,1
070616ChrisAM,Rheg,01:00:00,3,0,0,0,0,2,FALSE,FALSE,FALSE,FALSE,1
070616ChrisAM,Rheg,01:00:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
070618ChrisPM,Rheg,03:33:00,1,0,0,0,0,1,FALSE,FALSE,FALSE,FALSE,0
070618ChrisPM,Rheg,02:20:00,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,0
